"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","regulation_of_immune_system_processes","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defense_response","regulation_of_defense_response","leukocyte_proliferation"
"GO:0065004","GO:0065004","GO:0065004","protein-DNA complex assembly",135,-0.630702082755325,-1.95137696816768,8.31157979179782e-09,1.65646706887645e-06,1.43872960138723e-06,2839,"tags=47%, list=24%, signal=36%","ENSG00000099284/ENSG00000161057/ENSG00000105447/ENSG00000119335/ENSG00000145736/ENSG00000141510/ENSG00000181163/ENSG00000165916/ENSG00000153044/ENSG00000175792/ENSG00000154767/ENSG00000189403/ENSG00000100519/ENSG00000147601/ENSG00000132475/ENSG00000105011/ENSG00000151725/ENSG00000117505/ENSG00000189060/ENSG00000118900/ENSG00000164104/ENSG00000143799/ENSG00000132383/ENSG00000075856/ENSG00000135336/ENSG00000178460/ENSG00000136936/ENSG00000013275/ENSG00000087191/ENSG00000132780/ENSG00000162521/ENSG00000187475/ENSG00000106399/ENSG00000125398/ENSG00000051180/ENSG00000127616/ENSG00000100297/ENSG00000196497/ENSG00000112118/ENSG00000112312/ENSG00000117748/ENSG00000188486/ENSG00000197837/ENSG00000104738/ENSG00000135547/ENSG00000119969/ENSG00000102384/ENSG00000076003/ENSG00000129534/ENSG00000167670/ENSG00000073111/ENSG00000188312/ENSG00000101812/ENSG00000159055/ENSG00000166451/ENSG00000167842/ENSG00000183598/ENSG00000102901/ENSG00000159259/ENSG00000100162/ENSG00000138778/ENSG00000117724/ENSG00000126787/ENSG00000123219","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0071824","GO:0071824","GO:0071824","protein-DNA complex subunit organization",160,-0.604262178493777,-1.8988236300804,2.67130074013451e-08,4.79142309422127e-06,4.16160536357797e-06,2839,"tags=42%, list=24%, signal=33%","ENSG00000099284/ENSG00000161057/ENSG00000105447/ENSG00000119335/ENSG00000145736/ENSG00000141510/ENSG00000181163/ENSG00000128908/ENSG00000066117/ENSG00000165916/ENSG00000153044/ENSG00000175792/ENSG00000154767/ENSG00000189403/ENSG00000100519/ENSG00000147601/ENSG00000132475/ENSG00000105011/ENSG00000151725/ENSG00000117505/ENSG00000189060/ENSG00000118900/ENSG00000164104/ENSG00000143799/ENSG00000132383/ENSG00000178028/ENSG00000075856/ENSG00000135336/ENSG00000178460/ENSG00000136936/ENSG00000013275/ENSG00000087191/ENSG00000132780/ENSG00000162521/ENSG00000187475/ENSG00000106399/ENSG00000068878/ENSG00000125398/ENSG00000051180/ENSG00000127616/ENSG00000100297/ENSG00000196497/ENSG00000112118/ENSG00000112312/ENSG00000117748/ENSG00000188486/ENSG00000197837/ENSG00000104738/ENSG00000135547/ENSG00000119969/ENSG00000102384/ENSG00000076003/ENSG00000129534/ENSG00000167670/ENSG00000073111/ENSG00000188312/ENSG00000101812/ENSG00000159055/ENSG00000166451/ENSG00000167842/ENSG00000183598/ENSG00000102901/ENSG00000159259/ENSG00000100162/ENSG00000138778/ENSG00000117724/ENSG00000126787/ENSG00000123219","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050853","GO:0050853","GO:0050853","B cell receptor signaling pathway",38,0.751997452602973,2.37891797668663,1.17495353300953e-07,1.75622915586786e-05,1.52537827092466e-05,889,"tags=32%, list=8%, signal=29%","ENSG00000012124/ENSG00000211899/ENSG00000196092/ENSG00000105369/ENSG00000159216/ENSG00000081189/ENSG00000131378/ENSG00000010671/ENSG00000166501/ENSG00000165025/ENSG00000196950/ENSG00000110651","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051321","GO:0051321","GO:0051321","meiotic cell cycle",148,-0.596605106983655,-1.86198793176587,1.47435980451422e-07,2.08777108107659e-05,1.81334003657705e-05,2627,"tags=51%, list=22%, signal=40%","ENSG00000113318/ENSG00000101224/ENSG00000114251/ENSG00000086827/ENSG00000058804/ENSG00000154611/ENSG00000177302/ENSG00000054796/ENSG00000130640/ENSG00000177138/ENSG00000173809/ENSG00000020922/ENSG00000204991/ENSG00000164754/ENSG00000173769/ENSG00000131462/ENSG00000181085/ENSG00000134278/ENSG00000181773/ENSG00000113522/ENSG00000154473/ENSG00000132383/ENSG00000178966/ENSG00000179218/ENSG00000185627/ENSG00000178460/ENSG00000149311/ENSG00000047188/ENSG00000120498/ENSG00000127564/ENSG00000184571/ENSG00000168556/ENSG00000173715/ENSG00000113575/ENSG00000116062/ENSG00000143452/ENSG00000174371/ENSG00000085999/ENSG00000198765/ENSG00000143228/ENSG00000133101/ENSG00000051180/ENSG00000204410/ENSG00000137090/ENSG00000136492/ENSG00000077935/ENSG00000188486/ENSG00000154920/ENSG00000100918/ENSG00000196584/ENSG00000077800/ENSG00000129810/ENSG00000100814/ENSG00000112029/ENSG00000249961/ENSG00000160207/ENSG00000160188/ENSG00000010292/ENSG00000149503/ENSG00000152670/ENSG00000197275/ENSG00000136824/ENSG00000121621/ENSG00000087586/ENSG00000183324/ENSG00000157456/ENSG00000131747/ENSG00000112742/ENSG00000066923/ENSG00000117650/ENSG00000169679/ENSG00000147082/ENSG00000166851/ENSG00000156509/ENSG00000178997/ENSG00000138587","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050900","GO:0050900","GO:0050900","leukocyte migration",262,0.399362759878899,1.77017737380807,2.31331527052996e-07,3.11198736768043e-05,2.70292626346132e-05,1071,"tags=23%, list=9%, signal=21%","ENSG00000211899/ENSG00000160683/ENSG00000007908/ENSG00000112175/ENSG00000075340/ENSG00000150455/ENSG00000123454/ENSG00000137801/ENSG00000115232/ENSG00000162897/ENSG00000119630/ENSG00000162692/ENSG00000134830/ENSG00000122592/ENSG00000100600/ENSG00000133789/ENSG00000101336/ENSG00000169313/ENSG00000169508/ENSG00000177628/ENSG00000101280/ENSG00000145147/ENSG00000183087/ENSG00000261371/ENSG00000110080/ENSG00000138135/ENSG00000089060/ENSG00000174600/ENSG00000136160/ENSG00000141968/ENSG00000021488/ENSG00000015413/ENSG00000147443/ENSG00000183018/ENSG00000127129/ENSG00000177398/ENSG00000168918/ENSG00000147573/ENSG00000170962/ENSG00000182578/ENSG00000166923/ENSG00000063660/ENSG00000165025/ENSG00000153208/ENSG00000171522/ENSG00000119919/ENSG00000196415/ENSG00000130300/ENSG00000177105/ENSG00000167207/ENSG00000110651/ENSG00000121966/ENSG00000107562/ENSG00000140678/ENSG00000128340/ENSG00000172817/ENSG00000136286/ENSG00000141655/ENSG00000120129/ENSG00000204472","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007088","GO:0007088","GO:0007088","regulation of mitotic nuclear division",79,-0.674132208611037,-1.99018688527389,3.18777177361152e-07,3.98916277065199e-05,3.46479967560223e-05,1365,"tags=37%, list=12%, signal=33%","ENSG00000149311/ENSG00000053900/ENSG00000167244/ENSG00000127564/ENSG00000103056/ENSG00000137090/ENSG00000288000/ENSG00000124688/ENSG00000128789/ENSG00000164109/ENSG00000112029/ENSG00000178999/ENSG00000040275/ENSG00000178295/ENSG00000138182/ENSG00000087586/ENSG00000136122/ENSG00000112742/ENSG00000117650/ENSG00000169679/ENSG00000148773/ENSG00000117724/ENSG00000126787/ENSG00000166851/ENSG00000134057/ENSG00000156509/ENSG00000080986/ENSG00000017427/ENSG00000138798","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090181","GO:0090181","GO:0090181","regulation of cholesterol metabolic process",48,-0.731491369579728,-2.00314139068214,1.03354702319492e-06,0.000106952240996382,9.28937000604343e-05,1759,"tags=52%, list=15%, signal=44%","ENSG00000163344/ENSG00000111664/ENSG00000062282/ENSG00000130203/ENSG00000278540/ENSG00000111684/ENSG00000172893/ENSG00000198911/ENSG00000170522/ENSG00000100003/ENSG00000109929/ENSG00000099194/ENSG00000084674/ENSG00000113161/ENSG00000167910/ENSG00000167508/ENSG00000169710/ENSG00000079459/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000001630/ENSG00000112972/ENSG00000160285/ENSG00000104549","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034728","GO:0034728","GO:0034728","nucleosome organization",77,-0.661841578352093,-1.95052050538745,1.21069750940429e-06,0.00012218794218997,0.000106126715504546,2969,"tags=52%, list=25%, signal=39%","ENSG00000120334/ENSG00000189308/ENSG00000099284/ENSG00000105447/ENSG00000119335/ENSG00000181163/ENSG00000128908/ENSG00000066117/ENSG00000153044/ENSG00000175792/ENSG00000132475/ENSG00000105011/ENSG00000151725/ENSG00000189060/ENSG00000118900/ENSG00000164104/ENSG00000178028/ENSG00000075856/ENSG00000132780/ENSG00000162521/ENSG00000187475/ENSG00000068878/ENSG00000125398/ENSG00000127616/ENSG00000196497/ENSG00000188486/ENSG00000197837/ENSG00000102384/ENSG00000129534/ENSG00000167670/ENSG00000073111/ENSG00000188312/ENSG00000101812/ENSG00000159055/ENSG00000166451/ENSG00000183598/ENSG00000102901/ENSG00000159259/ENSG00000100162/ENSG00000123219","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050000","GO:0050000","GO:0050000","chromosome localization",57,-0.706403676848912,-1.99960172581458,1.69632707236207e-06,0.000157378206489315,0.000136691328517016,879,"tags=35%, list=7%, signal=33%","ENSG00000072864/ENSG00000149311/ENSG00000083535/ENSG00000237649/ENSG00000143228/ENSG00000146670/ENSG00000249961/ENSG00000178999/ENSG00000040275/ENSG00000149503/ENSG00000163611/ENSG00000167842/ENSG00000121621/ENSG00000118193/ENSG00000138778/ENSG00000117724/ENSG00000126787/ENSG00000134057/ENSG00000080986/ENSG00000134690","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051983","GO:0051983","GO:0051983","regulation of chromosome segregation",59,-0.687191769346084,-1.96271532563503,3.4636133053521e-06,0.000282389442365147,0.000245270224493833,1035,"tags=58%, list=9%, signal=53%","ENSG00000153107/ENSG00000205629/ENSG00000086827/ENSG00000070950/ENSG00000089053/ENSG00000164754/ENSG00000179051/ENSG00000175643/ENSG00000181085/ENSG00000110200/ENSG00000154473/ENSG00000149311/ENSG00000053900/ENSG00000143452/ENSG00000138411/ENSG00000163029/ENSG00000124688/ENSG00000128789/ENSG00000164109/ENSG00000112029/ENSG00000178999/ENSG00000040275/ENSG00000178295/ENSG00000013810/ENSG00000175063/ENSG00000112742/ENSG00000138778/ENSG00000169679/ENSG00000148773/ENSG00000117724/ENSG00000126787/ENSG00000166851/ENSG00000134057/ENSG00000080986","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030168","GO:0030168","GO:0030168","platelet activation",107,0.5050688601073,1.95601526584699,6.44866648622951e-06,0.00047534622414248,0.00041286343473481,2733,"tags=49%, list=23%, signal=38%","ENSG00000244734/ENSG00000274286/ENSG00000178732/ENSG00000169704/ENSG00000115956/ENSG00000158856/ENSG00000069018/ENSG00000160323/ENSG00000169313/ENSG00000043462/ENSG00000141968/ENSG00000154127/ENSG00000189114/ENSG00000184160/ENSG00000149781/ENSG00000167601/ENSG00000166501/ENSG00000185532/ENSG00000142615/ENSG00000165025/ENSG00000153208/ENSG00000150594/ENSG00000108405/ENSG00000186222/ENSG00000101335/ENSG00000157680/ENSG00000100311/ENSG00000171132/ENSG00000159176/ENSG00000065675/ENSG00000197461/ENSG00000135605/ENSG00000181467/ENSG00000141506/ENSG00000158769/ENSG00000115414/ENSG00000166333/ENSG00000181104/ENSG00000197943/ENSG00000051382/ENSG00000137486/ENSG00000150995/ENSG00000111252/ENSG00000164220/ENSG00000077044/ENSG00000164930/ENSG00000213719/ENSG00000105851/ENSG00000186469/ENSG00000146535/ENSG00000087460/ENSG00000137076","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051783","GO:0051783","GO:0051783","regulation of nuclear division",92,-0.621973889951838,-1.86300892564377,6.70791809638288e-06,0.000481270763688484,0.000418009211900912,1441,"tags=34%, list=12%, signal=30%","ENSG00000179218/ENSG00000149311/ENSG00000053900/ENSG00000167244/ENSG00000127564/ENSG00000143452/ENSG00000103056/ENSG00000137090/ENSG00000288000/ENSG00000124688/ENSG00000128789/ENSG00000164109/ENSG00000112029/ENSG00000178999/ENSG00000040275/ENSG00000178295/ENSG00000138182/ENSG00000087586/ENSG00000136122/ENSG00000112742/ENSG00000117650/ENSG00000169679/ENSG00000148773/ENSG00000117724/ENSG00000126787/ENSG00000166851/ENSG00000134057/ENSG00000156509/ENSG00000080986/ENSG00000017427/ENSG00000138798","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006334","GO:0006334","GO:0006334","nucleosome assembly",54,-0.691162333473126,-1.93424216209685,7.01326014459908e-06,0.000496557274185364,0.000431286357922713,2104,"tags=50%, list=18%, signal=41%","ENSG00000132475/ENSG00000105011/ENSG00000151725/ENSG00000189060/ENSG00000118900/ENSG00000164104/ENSG00000075856/ENSG00000132780/ENSG00000162521/ENSG00000187475/ENSG00000125398/ENSG00000196497/ENSG00000188486/ENSG00000197837/ENSG00000102384/ENSG00000129534/ENSG00000167670/ENSG00000073111/ENSG00000188312/ENSG00000101812/ENSG00000159055/ENSG00000166451/ENSG00000183598/ENSG00000102901/ENSG00000159259/ENSG00000100162/ENSG00000123219","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0003341","GO:0003341","GO:0003341","cilium movement",81,-0.636094078017171,-1.88877741032326,7.95050587455708e-06,0.000548482975781944,0.000476386586815566,2032,"tags=54%, list=17%, signal=45%","ENSG00000155761/ENSG00000179636/ENSG00000140463/ENSG00000058668/ENSG00000154429/ENSG00000164038/ENSG00000115353/ENSG00000125863/ENSG00000181378/ENSG00000162643/ENSG00000165115/ENSG00000166171/ENSG00000141519/ENSG00000183833/ENSG00000272514/ENSG00000100346/ENSG00000146221/ENSG00000179532/ENSG00000039139/ENSG00000284862/ENSG00000141577/ENSG00000160401/ENSG00000144451/ENSG00000168556/ENSG00000165506/ENSG00000122735/ENSG00000172426/ENSG00000156042/ENSG00000159079/ENSG00000141013/ENSG00000154099/ENSG00000080572/ENSG00000084674/ENSG00000132681/ENSG00000105479/ENSG00000112981/ENSG00000131044/ENSG00000152670/ENSG00000167858/ENSG00000100078/ENSG00000152763/ENSG00000256061/ENSG00000171885/ENSG00000158023","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051383","GO:0051383","GO:0051383","kinetochore organization",15,-0.883005083510031,-1.96633865981775,9.82188029581516e-06,0.000636765516527487,0.000553064660918444,875,"tags=67%, list=7%, signal=62%","ENSG00000143228/ENSG00000166451/ENSG00000167842/ENSG00000136824/ENSG00000102901/ENSG00000138778/ENSG00000117724/ENSG00000126787/ENSG00000123219/ENSG00000080986","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0071459","GO:0071459","GO:0071459","protein localization to chromosome, centromeric region",17,-0.858442853740481,-1.96295902265584,1.17212639955761e-05,0.000733396762327849,0.000636994028645752,442,"tags=53%, list=4%, signal=51%","ENSG00000178999/ENSG00000040275/ENSG00000167842/ENSG00000102901/ENSG00000170312/ENSG00000177602/ENSG00000174442/ENSG00000112742/ENSG00000080986","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002221","GO:0002221","GO:0002221","pattern recognition receptor signaling pathway",128,0.456922298298301,1.80324948314062,1.64919507961886e-05,0.000975199859717484,0.000847012857548612,2153,"tags=32%, list=18%, signal=26%","ENSG00000196664/ENSG00000143954/ENSG00000150455/ENSG00000163406/ENSG00000100600/ENSG00000120280/ENSG00000131378/ENSG00000010671/ENSG00000134321/ENSG00000162676/ENSG00000158270/ENSG00000174130/ENSG00000139370/ENSG00000135047/ENSG00000198746/ENSG00000167207/ENSG00000137265/ENSG00000164733/ENSG00000110057/ENSG00000119457/ENSG00000114738/ENSG00000160255/ENSG00000104312/ENSG00000025434/ENSG00000171132/ENSG00000126368/ENSG00000101916/ENSG00000152223/ENSG00000197329/ENSG00000160703/ENSG00000105974/ENSG00000173039/ENSG00000101966/ENSG00000145365/ENSG00000205213/ENSG00000221983/ENSG00000184216/ENSG00000147324/ENSG00000129657/ENSG00000132842/ENSG00000164251","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902652","GO:1902652","GO:1902652","secondary alcohol metabolic process",118,-0.573413727829779,-1.75708251251348,2.12754284902232e-05,0.00119891918334404,0.00104132496875899,1497,"tags=37%, list=13%, signal=33%","ENSG00000163344/ENSG00000122787/ENSG00000111664/ENSG00000057252/ENSG00000062282/ENSG00000213398/ENSG00000130203/ENSG00000278540/ENSG00000101365/ENSG00000111684/ENSG00000105398/ENSG00000172893/ENSG00000015520/ENSG00000198911/ENSG00000131910/ENSG00000170522/ENSG00000118137/ENSG00000143815/ENSG00000132196/ENSG00000100003/ENSG00000109929/ENSG00000099194/ENSG00000001626/ENSG00000132855/ENSG00000084674/ENSG00000148377/ENSG00000113161/ENSG00000167910/ENSG00000167508/ENSG00000169710/ENSG00000205808/ENSG00000079459/ENSG00000147383/ENSG00000116133/ENSG00000147155/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000147465/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000160285/ENSG00000104549","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0055002","GO:0055002","GO:0055002","striated muscle cell development",77,-0.625309567984762,-1.84285662077336,2.13893777366712e-05,0.00119891918334404,0.00104132496875899,622,"tags=18%, list=5%, signal=17%","ENSG00000133392/ENSG00000155657/ENSG00000126778/ENSG00000197893/ENSG00000113083/ENSG00000239474/ENSG00000185482/ENSG00000143632/ENSG00000133454/ENSG00000143318/ENSG00000122367/ENSG00000129170/ENSG00000177791/ENSG00000166317","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060326","GO:0060326","GO:0060326","cell chemotaxis",170,0.405396077227151,1.70809608381697,2.30496023905776e-05,0.00126083622283615,0.00109510320511596,1577,"tags=31%, list=13%, signal=27%","ENSG00000160683/ENSG00000113721/ENSG00000150455/ENSG00000137801/ENSG00000119630/ENSG00000162692/ENSG00000134830/ENSG00000100600/ENSG00000133789/ENSG00000179388/ENSG00000169508/ENSG00000146242/ENSG00000145147/ENSG00000198121/ENSG00000183087/ENSG00000138135/ENSG00000089060/ENSG00000174600/ENSG00000136160/ENSG00000141968/ENSG00000099250/ENSG00000015413/ENSG00000127129/ENSG00000170962/ENSG00000129048/ENSG00000182578/ENSG00000166923/ENSG00000165025/ENSG00000173585/ENSG00000148400/ENSG00000062598/ENSG00000177105/ENSG00000167207/ENSG00000121966/ENSG00000107562/ENSG00000128340/ENSG00000172817/ENSG00000141655/ENSG00000120129/ENSG00000204472/ENSG00000124126/ENSG00000019991/ENSG00000135046/ENSG00000128052/ENSG00000100311/ENSG00000160255/ENSG00000128512/ENSG00000151651/ENSG00000213949/ENSG00000065675/ENSG00000126353/ENSG00000271447","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:2001251","GO:2001251","GO:2001251","negative regulation of chromosome organization",62,-0.657973183980869,-1.88904308463503,2.79530365587741e-05,0.00143252656878822,0.00124422538667626,2157,"tags=44%, list=18%, signal=36%","ENSG00000147601/ENSG00000164754/ENSG00000132475/ENSG00000092330/ENSG00000110200/ENSG00000143799/ENSG00000113522/ENSG00000154473/ENSG00000128513/ENSG00000149311/ENSG00000140451/ENSG00000124688/ENSG00000128789/ENSG00000164109/ENSG00000112029/ENSG00000178999/ENSG00000073111/ENSG00000040275/ENSG00000178295/ENSG00000131747/ENSG00000112742/ENSG00000169679/ENSG00000117724/ENSG00000166851/ENSG00000134057/ENSG00000111732/ENSG00000080986","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000184","GO:0000184","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",93,0.499677095317919,1.88867390794776,3.28246982255327e-05,0.001567369814731,0.00136134390543836,2454,"tags=60%, list=21%, signal=48%","ENSG00000233927/ENSG00000162244/ENSG00000231500/ENSG00000167526/ENSG00000164587/ENSG00000189266/ENSG00000125691/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000156482/ENSG00000171858/ENSG00000063177/ENSG00000145592/ENSG00000083845/ENSG00000142534/ENSG00000134419/ENSG00000109475/ENSG00000147604/ENSG00000182774/ENSG00000148303/ENSG00000105640/ENSG00000137154/ENSG00000112306/ENSG00000221983/ENSG00000108107/ENSG00000114391/ENSG00000161016/ENSG00000136942/ENSG00000142937/ENSG00000188846/ENSG00000198918/ENSG00000198242/ENSG00000110700/ENSG00000104408/ENSG00000118181/ENSG00000166441/ENSG00000008988/ENSG00000170889/ENSG00000171863/ENSG00000105372/ENSG00000149273/ENSG00000131469/ENSG00000198755/ENSG00000145425/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000089009/ENSG00000174444/ENSG00000122026/ENSG00000115268/ENSG00000130255/ENSG00000197958/ENSG00000172809/ENSG00000105193","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006275","GO:0006275","GO:0006275","regulation of DNA replication",80,-0.614509472462098,-1.81884335143973,3.29144748308126e-05,0.001567369814731,0.00136134390543836,2201,"tags=46%, list=19%, signal=38%","ENSG00000111445/ENSG00000084073/ENSG00000140534/ENSG00000147601/ENSG00000183765/ENSG00000069275/ENSG00000204371/ENSG00000256525/ENSG00000182156/ENSG00000097046/ENSG00000163918/ENSG00000176208/ENSG00000138375/ENSG00000134452/ENSG00000152193/ENSG00000165283/ENSG00000049541/ENSG00000135336/ENSG00000198783/ENSG00000006634/ENSG00000113575/ENSG00000146648/ENSG00000112312/ENSG00000133119/ENSG00000159147/ENSG00000132646/ENSG00000136982/ENSG00000112029/ENSG00000164815/ENSG00000165891/ENSG00000171320/ENSG00000129173/ENSG00000168802/ENSG00000161692/ENSG00000145386/ENSG00000111732/ENSG00000138798","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031145","GO:0031145","GO:0031145","anaphase-promoting complex-dependent catabolic process",65,-0.647709780559382,-1.86470213469667,3.46516004786014e-05,0.00162139358413352,0.00140826641762005,3096,"tags=69%, list=26%, signal=51%","ENSG00000159352/ENSG00000105325/ENSG00000142507/ENSG00000092010/ENSG00000004897/ENSG00000161057/ENSG00000222028/ENSG00000153107/ENSG00000165916/ENSG00000108671/ENSG00000154611/ENSG00000277791/ENSG00000108344/ENSG00000100902/ENSG00000089053/ENSG00000100519/ENSG00000008018/ENSG00000175166/ENSG00000099341/ENSG00000136930/ENSG00000110200/ENSG00000126067/ENSG00000154473/ENSG00000041357/ENSG00000131467/ENSG00000103035/ENSG00000100567/ENSG00000143106/ENSG00000176248/ENSG00000108106/ENSG00000185627/ENSG00000053900/ENSG00000115233/ENSG00000173692/ENSG00000013275/ENSG00000087191/ENSG00000068878/ENSG00000164109/ENSG00000112029/ENSG00000178999/ENSG00000170312/ENSG00000087586/ENSG00000175063/ENSG00000166851/ENSG00000134057","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006413","GO:0006413","GO:0006413","translational initiation",147,0.417113363099204,1.71201476681199,5.47451064585841e-05,0.00241461817912821,0.00209722409556612,2465,"tags=47%, list=21%, signal=38%","ENSG00000148730/ENSG00000175390/ENSG00000187840/ENSG00000233927/ENSG00000162244/ENSG00000231500/ENSG00000167526/ENSG00000164587/ENSG00000125691/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000156482/ENSG00000171858/ENSG00000063177/ENSG00000145592/ENSG00000083845/ENSG00000142534/ENSG00000134419/ENSG00000109475/ENSG00000147604/ENSG00000182774/ENSG00000148303/ENSG00000105640/ENSG00000137154/ENSG00000112306/ENSG00000221983/ENSG00000108107/ENSG00000114391/ENSG00000161016/ENSG00000136942/ENSG00000142937/ENSG00000188846/ENSG00000198918/ENSG00000198242/ENSG00000110700/ENSG00000100129/ENSG00000104408/ENSG00000147677/ENSG00000118181/ENSG00000166441/ENSG00000008988/ENSG00000156976/ENSG00000173812/ENSG00000086232/ENSG00000170889/ENSG00000171863/ENSG00000105372/ENSG00000149273/ENSG00000071051/ENSG00000131469/ENSG00000198755/ENSG00000145425/ENSG00000175376/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000089009/ENSG00000152430/ENSG00000174444/ENSG00000122026/ENSG00000115268/ENSG00000130255/ENSG00000163412/ENSG00000123908/ENSG00000197958/ENSG00000172809/ENSG00000105193/ENSG00000158092","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045214","GO:0045214","GO:0045214","sarcomere organization",29,-0.760163410777804,-1.92058993721883,5.82817621368513e-05,0.00254970863462111,0.00221455732894839,437,"tags=24%, list=4%, signal=23%","ENSG00000155657/ENSG00000239474/ENSG00000143318/ENSG00000122367/ENSG00000129170/ENSG00000177791/ENSG00000166317","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002042","GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis",43,0.618898438293368,2.00167143018776,6.14613786809161e-05,0.00264578942945608,0.00229800860078541,2509,"tags=49%, list=21%, signal=39%","ENSG00000137801/ENSG00000179388/ENSG00000145147/ENSG00000128917/ENSG00000099250/ENSG00000166923/ENSG00000148400/ENSG00000100065/ENSG00000125266/ENSG00000173269/ENSG00000048052/ENSG00000006638/ENSG00000135046/ENSG00000128052/ENSG00000106511/ENSG00000011405/ENSG00000100292/ENSG00000123358/ENSG00000136826/ENSG00000102359/ENSG00000137764","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042742","GO:0042742","GO:0042742","defense response to bacterium",69,0.526639500401287,1.88338363558221,7.29945505669429e-05,0.00304483470233116,0.0026446006080557,2205,"tags=41%, list=19%, signal=33%","ENSG00000143954/ENSG00000211899/ENSG00000150455/ENSG00000148346/ENSG00000197629/ENSG00000167419/ENSG00000154736/ENSG00000158270/ENSG00000165025/ENSG00000174130/ENSG00000000938/ENSG00000140968/ENSG00000167207/ENSG00000172216/ENSG00000161031/ENSG00000101425/ENSG00000104312/ENSG00000067182/ENSG00000092067/ENSG00000081181/ENSG00000100473/ENSG00000156482/ENSG00000168214/ENSG00000198918/ENSG00000085415/ENSG00000164251/ENSG00000105372/ENSG00000187796","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"GO:0090383","GO:0090383","GO:0090383","phagosome acidification",21,0.740297376539331,2.11309486688497,0.000106869187818391,0.00427317518013053,0.00371147953320739,2376,"tags=76%, list=20%, signal=61%","ENSG00000179331/ENSG00000110719/ENSG00000113732/ENSG00000047249/ENSG00000159720/ENSG00000100554/ENSG00000117410/ENSG00000114573/ENSG00000147416/ENSG00000136888/ENSG00000123892/ENSG00000143882/ENSG00000128524/ENSG00000033627/ENSG00000171130/ENSG00000155097","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
