"Gene.stable.ID","HGNC.symbol","Gene.stable.ID.1"
"ENSNFUG00015003513","C4orf33","ENSG00000151470"
"ENSNFUG00015007876","EI24","ENSG00000149547"
"ENSNFUG00015021409","KMT2A","ENSG00000118058"
"ENSNFUG00015019889","ELK3","ENSG00000111145"
"ENSNFUG00015021568","SHTN1","ENSG00000187164"
"ENSNFUG00015017739","MEA1","ENSG00000124733"
"ENSNFUG00015011478","SNRPC","ENSG00000124562"
"ENSNFUG00015023759","DARS1","ENSG00000115866"
"ENSNFUG00015020984","DNM1","ENSG00000106976"
"ENSNFUG00015012121","AGGF1","ENSG00000164252"
"ENSNFUG00015000330","MED12","ENSG00000184634"
"ENSNFUG00015018414","WLS","ENSG00000116729"
"ENSNFUG00015007813","PDIA5","ENSG00000065485"
"ENSNFUG00015025063","INPP5F","ENSG00000198825"
"ENSNFUG00015007878","COX6A2","ENSG00000156885"
"ENSNFUG00015007620","HBB","ENSG00000244734"
"ENSNFUG00015007620","HBD","ENSG00000223609"
"ENSNFUG00015007620","","ENSG00000284931"
"ENSNFUG00015007620","HBG2","ENSG00000196565"
"ENSNFUG00015007620","HBG1","ENSG00000213934"
"ENSNFUG00015014546","NFATC2IP","ENSG00000176953"
"ENSNFUG00015015575","PSMB2","ENSG00000126067"
"ENSNFUG00015001325","INTS6L","ENSG00000165359"
"ENSNFUG00015006452","RGS20","ENSG00000147509"
"ENSNFUG00015011196","DCAF4L1","ENSG00000182308"
"ENSNFUG00015020538","YIPF1","ENSG00000058799"
"ENSNFUG00015000382","ETF1","ENSG00000120705"
"ENSNFUG00015003034","PLPP1","ENSG00000067113"
"ENSNFUG00015025252","PRDX3","ENSG00000165672"
"ENSNFUG00015021748","USP50","ENSG00000170236"
"ENSNFUG00015004536","TMEM147","ENSG00000105677"
"ENSNFUG00015014601","LGR5","ENSG00000139292"
"ENSNFUG00015024940","TCF7","ENSG00000081059"
"ENSNFUG00015018459","CCT4","ENSG00000115484"
"ENSNFUG00015007666","HBB","ENSG00000244734"
"ENSNFUG00015007666","HBD","ENSG00000223609"
"ENSNFUG00015007666","","ENSG00000284931"
"ENSNFUG00015007666","HBG2","ENSG00000196565"
"ENSNFUG00015007666","HBG1","ENSG00000213934"
"ENSNFUG00015013122","LHFPL2","ENSG00000145685"
"ENSNFUG00015012892","TAF4","ENSG00000130699"
"ENSNFUG00015003917","TINAG","ENSG00000137251"
"ENSNFUG00015003917","CTSL","ENSG00000135047"
"ENSNFUG00015003917","CTSV","ENSG00000136943"
"ENSNFUG00015013952","CLOCK","ENSG00000134852"
"ENSNFUG00015010106","SHOC2","ENSG00000108061"
"ENSNFUG00015017586","SLC7A10","ENSG00000130876"
"ENSNFUG00015007875","","ENSG00000285171"
"ENSNFUG00015007875","IL2RG","ENSG00000147168"
"ENSNFUG00015005903","TBP","ENSG00000112592"
"ENSNFUG00015010412","MAN2C1","ENSG00000140400"
"ENSNFUG00015004179","POLA2","ENSG00000014138"
"ENSNFUG00015012985","STAU2","ENSG00000040341"
"ENSNFUG00015018536","PUS10","ENSG00000162927"
"ENSNFUG00015011156","PLAA","ENSG00000137055"
"ENSNFUG00015015869","PORCN","ENSG00000102312"
"ENSNFUG00015007334","EXOC3L4","ENSG00000205436"
"ENSNFUG00015011016","DNER","ENSG00000187957"
"ENSNFUG00015025032","","ENSG00000212593"
"ENSNFUG00015025032","","ENSG00000212432"
"ENSNFUG00015025032","","ENSG00000212440"
"ENSNFUG00015025032","","ENSG00000212533"
"ENSNFUG00015025032","SNORA75B","ENSG00000206780"
"ENSNFUG00015001328","RAPGEF2","ENSG00000109756"
"ENSNFUG00015012102","CHMP5","ENSG00000086065"
"ENSNFUG00015020789","CKS1B","ENSG00000173207"
"ENSNFUG00015001407","TPRN","ENSG00000176058"
"ENSNFUG00015018074","AVPR1A","ENSG00000166148"
"ENSNFUG00015015513","UBA3","ENSG00000144744"
"ENSNFUG00015002007","ASCC3","ENSG00000112249"
"ENSNFUG00015007003","RCC2","ENSG00000179051"
"ENSNFUG00015008546","HSPBAP1","ENSG00000169087"
"ENSNFUG00015010149","CA10","ENSG00000154975"
"ENSNFUG00015006792","SLC35F2","ENSG00000110660"
"ENSNFUG00015002604","ALPK3","ENSG00000136383"
"ENSNFUG00015004531","BARHL1","ENSG00000125492"
"ENSNFUG00015008080","OLFML3","ENSG00000116774"
"ENSNFUG00015014465","F2R","ENSG00000181104"
"ENSNFUG00015001707","SLC44A1","ENSG00000070214"
"ENSNFUG00015024575","DHFR","ENSG00000228716"
"ENSNFUG00015019333","PSMD7","ENSG00000103035"
"ENSNFUG00015000679","METTL3","ENSG00000165819"
"ENSNFUG00015001393","NUCB1","ENSG00000104805"
"ENSNFUG00015018919","OPHN1","ENSG00000079482"
"ENSNFUG00015018759","PFN2","ENSG00000070087"
"ENSNFUG00015025384","TRA2B","ENSG00000136527"
"ENSNFUG00015005105","OGDH","ENSG00000105953"
"ENSNFUG00015000254","MVB12B","ENSG00000196814"
"ENSNFUG00015005930","FAM3A","ENSG00000071889"
"ENSNFUG00015020867","SNRNP200","ENSG00000144028"
"ENSNFUG00015002381","PPA2","ENSG00000138777"
"ENSNFUG00015016997","SERPIND1","ENSG00000099937"
"ENSNFUG00015002358","C3orf33","ENSG00000174928"
"ENSNFUG00015012956","ZC3H15","ENSG00000065548"
"ENSNFUG00015004954","TMEM60","ENSG00000135211"
"ENSNFUG00015019141","PRKD1","ENSG00000184304"
"ENSNFUG00015012126","SCRT1","ENSG00000261678"
"ENSNFUG00015006144","INSYN2A","ENSG00000188916"
"ENSNFUG00015023984","SUSD1","ENSG00000106868"
"ENSNFUG00015000576","GRIN2C","ENSG00000161509"
"ENSNFUG00015021448","NR2C2AP","ENSG00000184162"
"ENSNFUG00015016214","TYSND1","ENSG00000156521"
"ENSNFUG00015018954","PLCXD2","ENSG00000240891"
"ENSNFUG00015005855","TRAPPC2L","ENSG00000167515"
"ENSNFUG00015012160","MYO6","ENSG00000196586"
"ENSNFUG00015019547","RNF14","ENSG00000013561"
"ENSNFUG00015008606","HNRNPD","ENSG00000138668"
"ENSNFUG00015013072","MSMO1","ENSG00000052802"
"ENSNFUG00015013340","FAM86B1","ENSG00000186523"
"ENSNFUG00015013340","EEF2KMT","ENSG00000118894"
"ENSNFUG00015023240","CNP","ENSG00000173786"
"ENSNFUG00015002398","CXXC4","ENSG00000168772"
"ENSNFUG00015018217","ELMOD3","ENSG00000115459"
"ENSNFUG00015006049","LGALS16","ENSG00000249861"
"ENSNFUG00015006049","LGALS14","ENSG00000006659"
"ENSNFUG00015006049","CLC","ENSG00000105205"
"ENSNFUG00015006049","LGALS13","ENSG00000105198"
"ENSNFUG00015006049","LGALS9","ENSG00000168961"
"ENSNFUG00015004029","TMEM251","ENSG00000153485"
"ENSNFUG00015019899","CPSF3","ENSG00000119203"
"ENSNFUG00015002355","CWF19L2","ENSG00000152404"
"ENSNFUG00015010706","TRIM28","ENSG00000130726"
"ENSNFUG00015011171","MMP27","ENSG00000137675"
"ENSNFUG00015011171","MMP20","ENSG00000137674"
"ENSNFUG00015016305","CIAPIN1","ENSG00000005194"
"ENSNFUG00015015523","SSC5D","ENSG00000179954"
"ENSNFUG00015015523","CD5L","ENSG00000073754"
"ENSNFUG00015000439","OPRM1","ENSG00000112038"
"ENSNFUG00015018974","MAK","ENSG00000111837"
"ENSNFUG00015013749","","ENSG00000264668"
"ENSNFUG00015013749","ZFP41","ENSG00000181638"
"ENSNFUG00015002834","CAPNS2","ENSG00000256812"
"ENSNFUG00015018437","PPIE","ENSG00000084072"
"ENSNFUG00015022143","TTC8","ENSG00000165533"
"ENSNFUG00015001641","RARS2","ENSG00000146282"
"ENSNFUG00015005666","SIAH2","ENSG00000181788"
"ENSNFUG00015024581","","ENSG00000202343"
"ENSNFUG00015024581","SNORA2A","ENSG00000206612"
"ENSNFUG00015024581","SNORA2C","ENSG00000221491"
"ENSNFUG00015013263","BBX","ENSG00000114439"
"ENSNFUG00015013406","WDR89","ENSG00000140006"
"ENSNFUG00015006883","SEMA3F","ENSG00000001617"
"ENSNFUG00015010422","PSMA4","ENSG00000041357"
"ENSNFUG00015016977","NECTIN3","ENSG00000177707"
"ENSNFUG00015004846","DTX3","ENSG00000178498"
"ENSNFUG00015014612","RACGAP1","ENSG00000161800"
"ENSNFUG00015012231","DMAC2L","ENSG00000125375"
"ENSNFUG00015013665","MYOT","ENSG00000120729"
"ENSNFUG00015016694","CTTNBP2NL","ENSG00000143079"
"ENSNFUG00015003927","ABHD1","ENSG00000143994"
"ENSNFUG00015012702","CACNG4","ENSG00000075461"
"ENSNFUG00015005408","MYO9A","ENSG00000066933"
"ENSNFUG00015003477","LGI1","ENSG00000108231"
"ENSNFUG00015003477","LGI4","ENSG00000153902"
"ENSNFUG00015014272","MINDY2","ENSG00000128923"
"ENSNFUG00015000659","CUL4B","ENSG00000158290"
"ENSNFUG00015018350","HPSE2","ENSG00000172987"
"ENSNFUG00015024555","LCA5","ENSG00000135338"
"ENSNFUG00015016308","SUB1","ENSG00000113387"
"ENSNFUG00015006906","BHLHE22","ENSG00000180828"
"ENSNFUG00015010972","MGAM2","ENSG00000257743"
"ENSNFUG00015010972","MGAM","ENSG00000257335"
"ENSNFUG00015016427","TOMM70","ENSG00000154174"
"ENSNFUG00015003242","RUFY2","ENSG00000204130"
"ENSNFUG00015022067","FAM102A","ENSG00000167106"
"ENSNFUG00015001315","FLT4","ENSG00000037280"
"ENSNFUG00015011577","P3R3URF-PIK3R3","ENSG00000278139"
"ENSNFUG00015011577","PIK3R3","ENSG00000117461"
"ENSNFUG00015007886","E2F5","ENSG00000133740"
"ENSNFUG00015004390","LRATD2","ENSG00000168672"
"ENSNFUG00015019409","ARHGAP29","ENSG00000137962"
"ENSNFUG00015009688","CNTNAP2","ENSG00000174469"
"ENSNFUG00015019568","ACBD5","ENSG00000107897"
"ENSNFUG00015003551","HKDC1","ENSG00000156510"
"ENSNFUG00015011796","CRYGN","ENSG00000127377"
"ENSNFUG00015003197","NQO1","ENSG00000181019"
"ENSNFUG00015023332","ADAMTS9","ENSG00000163638"
"ENSNFUG00015003588","NOTCH2NLB","ENSG00000286019"
"ENSNFUG00015003588","NOTCH2NLC","ENSG00000286219"
"ENSNFUG00015003588","NOTCH2NLR","ENSG00000286106"
"ENSNFUG00015011451","SH3PXD2B","ENSG00000174705"
"ENSNFUG00015007317","AP1G2","ENSG00000213983"
"ENSNFUG00015017575","RASAL1","ENSG00000111344"
"ENSNFUG00015016057","SORBS2","ENSG00000154556"
"ENSNFUG00015000477","DHRS11","ENSG00000278535"
"ENSNFUG00015011636","LRBA","ENSG00000198589"
"ENSNFUG00015001501","EHMT1","ENSG00000181090"
"ENSNFUG00015000807","KLF4","ENSG00000136826"
"ENSNFUG00015004094","CNTNAP3B","ENSG00000154529"
"ENSNFUG00015004094","CNTNAP3","ENSG00000106714"
"ENSNFUG00015004234","WDR41","ENSG00000164253"
"ENSNFUG00015004019","","ENSG00000259066"
"ENSNFUG00015004019","UBR7","ENSG00000012963"
"ENSNFUG00015012236","DPH7","ENSG00000148399"
"ENSNFUG00015018227","RGS9","ENSG00000108370"
"ENSNFUG00015011496","PLOD2","ENSG00000152952"
"ENSNFUG00015022336","KLHL24","ENSG00000114796"
"ENSNFUG00015004159","SPRED3","ENSG00000188766"
"ENSNFUG00015020380","FYN","ENSG00000010810"
"ENSNFUG00015000229","CALHM1","ENSG00000185933"
"ENSNFUG00015018114","SYT1","ENSG00000067715"
"ENSNFUG00015011911","STK10","ENSG00000072786"
"ENSNFUG00015012760","RIDA","ENSG00000132541"
"ENSNFUG00015015581","RANBP10","ENSG00000141084"
"ENSNFUG00015007108","TIMM8B","ENSG00000150779"
"ENSNFUG00015000197","SOWAHD","ENSG00000187808"
"ENSNFUG00015021767","CXXC5","ENSG00000171604"
"ENSNFUG00015004054","LRRC17","ENSG00000128606"
"ENSNFUG00015003699","CALML5","ENSG00000178372"
"ENSNFUG00015021943","CLDN2","ENSG00000165376"
"ENSNFUG00015008932","","ENSG00000199927"
"ENSNFUG00015004114","MPC1","ENSG00000060762"
"ENSNFUG00015016237","WFDC6","ENSG00000243543"
"ENSNFUG00015016237","EPPIN-WFDC6","ENSG00000249139"
"ENSNFUG00015016237","EPPIN","ENSG00000101448"
"ENSNFUG00015016237","SPINT4","ENSG00000149651"
"ENSNFUG00015010722","EYA1","ENSG00000104313"
"ENSNFUG00015004199","CLMP","ENSG00000166250"
"ENSNFUG00015008831","AOX1","ENSG00000138356"
"ENSNFUG00015006192","PDE4B","ENSG00000184588"
"ENSNFUG00015011539","ACOX3","ENSG00000087008"
"ENSNFUG00015005290","OARD1","ENSG00000124596"
"ENSNFUG00015012971","SLC13A1","ENSG00000081800"
"ENSNFUG00015009599","TDRD7","ENSG00000196116"
"ENSNFUG00015007881","MAP9","ENSG00000164114"
"ENSNFUG00015005030","VPS37D","ENSG00000176428"
"ENSNFUG00015023848","TMEM243","ENSG00000135185"
"ENSNFUG00015018942","UTP3","ENSG00000132467"
"ENSNFUG00015018019","INPP5E","ENSG00000148384"
"ENSNFUG00015000591","PPM1K","ENSG00000163644"
"ENSNFUG00015018159","RMDN3","ENSG00000137824"
"ENSNFUG00015019904","FAM172A","ENSG00000113391"
"ENSNFUG00015001522","FSTL5","ENSG00000168843"
"ENSNFUG00015012726","ETFB","ENSG00000105379"
"ENSNFUG00015007930","GGT5","ENSG00000099998"
"ENSNFUG00015006901","DPY19L3","ENSG00000178904"
"ENSNFUG00015007105","COX16","ENSG00000133983"
"ENSNFUG00015023189","HOMER2","ENSG00000103942"
"ENSNFUG00015015040","TGFBR2","ENSG00000163513"
"ENSNFUG00015004809","ZNF217","ENSG00000171940"
"ENSNFUG00015002245","MAF","ENSG00000178573"
"ENSNFUG00015017497","TASL","ENSG00000120280"
"ENSNFUG00015010408","CDC40","ENSG00000168438"
"ENSNFUG00015010620","LRIG2","ENSG00000198799"
"ENSNFUG00015000689","ATP6V1D","ENSG00000100554"
"ENSNFUG00015018380","DCAF4L1","ENSG00000182308"
"ENSNFUG00015018380","DCAF4L2","ENSG00000176566"
"ENSNFUG00015018380","WDR38","ENSG00000136918"
"ENSNFUG00015018380","NEDD1","ENSG00000139350"
"ENSNFUG00015014410","ZNF737","ENSG00000237440"
"ENSNFUG00015005871","SNORD65C","ENSG00000212264"
"ENSNFUG00015005871","","ENSG00000212229"
"ENSNFUG00015005871","SNORD65B","ENSG00000238936"
"ENSNFUG00015005871","","ENSG00000212191"
"ENSNFUG00015005972","IPPK","ENSG00000127080"
"ENSNFUG00015022404","EXOSC6","ENSG00000223496"
"ENSNFUG00015002643","ARRDC3","ENSG00000113369"
"ENSNFUG00015004363","FRMD7","ENSG00000165694"
"ENSNFUG00015014161","STMN3","ENSG00000197457"
"ENSNFUG00015007647","CRABP1","ENSG00000166426"
"ENSNFUG00015012235","CDKL1","ENSG00000100490"
"ENSNFUG00015007856","FAM107A","ENSG00000168309"
"ENSNFUG00015015777","COX7A2L","ENSG00000115944"
"ENSNFUG00015025166","FAM177A1","ENSG00000151327"
"ENSNFUG00015012118","NME5","ENSG00000112981"
"ENSNFUG00015009435","SOWAHA","ENSG00000198944"
"ENSNFUG00015021859","NGFR","ENSG00000064300"
"ENSNFUG00015009681","FAM110C","ENSG00000184731"
"ENSNFUG00015019561","PPM1L","ENSG00000163590"
"ENSNFUG00015002371","H2BW2","ENSG00000101812"
"ENSNFUG00015002371","H2BW1","ENSG00000123569"
"ENSNFUG00015001769","CCDC28A","ENSG00000024862"
"ENSNFUG00015011481","TTLL8","ENSG00000138892"
"ENSNFUG00015012173","RGS20","ENSG00000147509"
"ENSNFUG00015019448","PPP1R3E","ENSG00000235194"
"ENSNFUG00015015439","NEK4","ENSG00000114904"
"ENSNFUG00015011178","KLC1","ENSG00000126214"
"ENSNFUG00015011178","","ENSG00000256500"
"ENSNFUG00015021109","NPC2","ENSG00000119655"
"ENSNFUG00015014070","NR2F2","ENSG00000185551"
"ENSNFUG00015012238","PTK7","ENSG00000112655"
"ENSNFUG00015005422","CACNG1","ENSG00000108878"
"ENSNFUG00015012540","SLC22A11","ENSG00000168065"
"ENSNFUG00015012540","SLC22A12","ENSG00000197891"
"ENSNFUG00015012540","SLC22A3","ENSG00000146477"
"ENSNFUG00015019167","ARHGAP17","ENSG00000140750"
"ENSNFUG00015017571","LAMTOR3","ENSG00000109270"
"ENSNFUG00015024934","RC3H2","ENSG00000056586"
"ENSNFUG00015021814","TMEM131L","ENSG00000121210"
"ENSNFUG00015010003","CHCHD7","ENSG00000170791"
"ENSNFUG00015024242","NUP107","ENSG00000111581"
"ENSNFUG00015009062","SEPTIN8","ENSG00000164402"
"ENSNFUG00015014342","F3","ENSG00000117525"
"ENSNFUG00015011455","HES1","ENSG00000114315"
"ENSNFUG00015006853","ICAM3","ENSG00000076662"
"ENSNFUG00015004380","SDR42E1","ENSG00000184860"
"ENSNFUG00015021547","RNF175","ENSG00000145428"
"ENSNFUG00015020234","DCTN3","ENSG00000137100"
"ENSNFUG00015020019","STX1A","ENSG00000106089"
"ENSNFUG00015003372","SERP1","ENSG00000120742"
"ENSNFUG00015014567","","ENSG00000243696"
"ENSNFUG00015003598","FKBP1B","ENSG00000119782"
"ENSNFUG00015024477","LNPK","ENSG00000144320"
"ENSNFUG00015013405","SNORA5A","ENSG00000206838"
"ENSNFUG00015013405","SNORA5B","ENSG00000200656"
"ENSNFUG00015022909","YPEL5","ENSG00000119801"
"ENSNFUG00015011755","CNIH1","ENSG00000100528"
"ENSNFUG00015021146","MPHOSPH6","ENSG00000135698"
"ENSNFUG00015005263","TBX1","ENSG00000184058"
"ENSNFUG00015013666","AFAP1L1","ENSG00000157510"
"ENSNFUG00015010030","REG3G","ENSG00000143954"
"ENSNFUG00015010030","REG1A","ENSG00000115386"
"ENSNFUG00015010030","REG1B","ENSG00000172023"
"ENSNFUG00015007952","ST6GALNAC4","ENSG00000136840"
"ENSNFUG00015024777","PNLIP","ENSG00000175535"
"ENSNFUG00015007712","SURF6","ENSG00000148296"
"ENSNFUG00015015591","KLK6","ENSG00000167755"
"ENSNFUG00015015739","SUPT20HL2","ENSG00000223611"
"ENSNFUG00015015739","SUPT20HL1","ENSG00000223731"
"ENSNFUG00015016306","CBX1","ENSG00000108468"
"ENSNFUG00015024596","TMBIM6","ENSG00000139644"
"ENSNFUG00015005876","CBFA2T3","ENSG00000129993"
"ENSNFUG00015008950","ZMAT5","ENSG00000100319"
"ENSNFUG00015023159","KHDRBS2","ENSG00000112232"
"ENSNFUG00015023942","ARID1B","ENSG00000049618"
"ENSNFUG00015000187","TTC7A","ENSG00000068724"
"ENSNFUG00015007507","ADAM18","ENSG00000168619"
"ENSNFUG00015007507","ADAM2","ENSG00000104755"
"ENSNFUG00015007507","ADAM10","ENSG00000137845"
"ENSNFUG00015007507","ADAM29","ENSG00000168594"
"ENSNFUG00015007507","ADAM21","ENSG00000139985"
"ENSNFUG00015007507","ADAM20","ENSG00000134007"
"ENSNFUG00015014120","ZBTB10","ENSG00000205189"
"ENSNFUG00015004189","SLC5A8","ENSG00000256870"
"ENSNFUG00015023479","PHLDB2","ENSG00000144824"
"ENSNFUG00015015807","THAP6","ENSG00000174796"
"ENSNFUG00015009735","IMPG1","ENSG00000112706"
"ENSNFUG00015013327","ABLIM1","ENSG00000099204"
"ENSNFUG00015025070","HYKK","ENSG00000188266"
"ENSNFUG00015019669","ZMYND19","ENSG00000165724"
"ENSNFUG00015001508","GPR108","ENSG00000125734"
"ENSNFUG00015001469","GDPD3","ENSG00000102886"
"ENSNFUG00015006670","SLC28A2","ENSG00000137860"
"ENSNFUG00015006670","SLC28A1","ENSG00000156222"
"ENSNFUG00015000581","P4HA3","ENSG00000149380"
"ENSNFUG00015001887","DIXDC1","ENSG00000150764"
"ENSNFUG00015015551","","ENSG00000288635"
"ENSNFUG00015005092","KIAA0586","ENSG00000100578"
"ENSNFUG00015005944","TOR2A","ENSG00000160404"
"ENSNFUG00015023199","MAGIX","ENSG00000269313"
"ENSNFUG00015022829","IGSF21","ENSG00000117154"
"ENSNFUG00015014838","","ENSG00000264668"
"ENSNFUG00015014838","ZFP41","ENSG00000181638"
"ENSNFUG00015011918","TMPO","ENSG00000120802"
"ENSNFUG00015000558","SLC25A46","ENSG00000164209"
"ENSNFUG00015005232","TP53BP1","ENSG00000067369"
"ENSNFUG00015000993","RNF113A","ENSG00000125352"
"ENSNFUG00015024185","CD81","ENSG00000110651"
"ENSNFUG00015019410","RBIS","ENSG00000176731"
"ENSNFUG00015023685","KLK6","ENSG00000167755"
"ENSNFUG00015007609","COL14A1","ENSG00000187955"
"ENSNFUG00015002210","FRMD7","ENSG00000165694"
"ENSNFUG00015021252","USP24","ENSG00000162402"
"ENSNFUG00015015196","AP5S1","ENSG00000125843"
"ENSNFUG00015001317","RABEP2","ENSG00000177548"
"ENSNFUG00015004033","MRPS9","ENSG00000135972"
"ENSNFUG00015014561","SF3B6","ENSG00000115128"
"ENSNFUG00015023283","CUX2","ENSG00000111249"
"ENSNFUG00015016978","MED26","ENSG00000105085"
"ENSNFUG00015016086","MKLN1","ENSG00000128585"
"ENSNFUG00015021063","MRPL22","ENSG00000082515"
"ENSNFUG00015020731","TRIT1","ENSG00000043514"
"ENSNFUG00015020599","CCNP","ENSG00000105219"
"ENSNFUG00015003195","FAM120B","ENSG00000112584"
"ENSNFUG00015018253","KATNA1","ENSG00000186625"
"ENSNFUG00015004658","KCNJ5","ENSG00000120457"
"ENSNFUG00015023226","TBC1D20","ENSG00000125875"
"ENSNFUG00015003158","C11orf68","ENSG00000175573"
"ENSNFUG00015014043","SCML4","ENSG00000146285"
"ENSNFUG00015017577","SLC4A1AP","ENSG00000163798"
"ENSNFUG00015008448","VANGL1","ENSG00000173218"
"ENSNFUG00015017485","SPDYA","ENSG00000163806"
"ENSNFUG00015016307","ITGA3","ENSG00000005884"
"ENSNFUG00015000123","STARD3","ENSG00000131748"
"ENSNFUG00015010064","CA10","ENSG00000154975"
"ENSNFUG00015005407","TSPAN2","ENSG00000134198"
"ENSNFUG00015024188","CASD1","ENSG00000127995"
"ENSNFUG00015003478","ZNF497","ENSG00000174586"
"ENSNFUG00015003478","CTCFL","ENSG00000124092"
"ENSNFUG00015003478","ZNF282","ENSG00000170265"
"ENSNFUG00015003478","ZNF181","ENSG00000197841"
"ENSNFUG00015003478","ZFP92","ENSG00000189420"
"ENSNFUG00015002905","APEX1","ENSG00000100823"
"ENSNFUG00015011392","","ENSG00000238707"
"ENSNFUG00015024151","CFAP251","ENSG00000158023"
"ENSNFUG00015024849","NKG7","ENSG00000105374"
"ENSNFUG00015024849","CLDND2","ENSG00000160318"
"ENSNFUG00015018435","SNX18","ENSG00000178996"
"ENSNFUG00015018658","KLHL33","ENSG00000185271"
"ENSNFUG00015003413","MINDY4B","ENSG00000214237"
"ENSNFUG00015015016","DAO","ENSG00000110887"
"ENSNFUG00015018695","PHF24","ENSG00000122733"
"ENSNFUG00015007506","SNTB1","ENSG00000172164"
"ENSNFUG00015007373","DHRS1","ENSG00000157379"
"ENSNFUG00015002182","C6orf58","ENSG00000184530"
"ENSNFUG00015011487","MAPKAPK5","ENSG00000089022"
"ENSNFUG00015012087","ZGLP1","ENSG00000220201"
"ENSNFUG00015017083","KDM4C","ENSG00000107077"
"ENSNFUG00015006069","TC2N","ENSG00000165929"
"ENSNFUG00015003015","NFIA","ENSG00000162599"
"ENSNFUG00015015771","PRMT7","ENSG00000132600"
"ENSNFUG00015004655","EGF","ENSG00000138798"
"ENSNFUG00015006643","CEP126","ENSG00000110318"
"ENSNFUG00015019166","NDRG1","ENSG00000104419"
"ENSNFUG00015011787","PRKAG2","ENSG00000106617"
"ENSNFUG00015000478","ZFP36L2","ENSG00000152518"
"ENSNFUG00015016118","GTF2H2","ENSG00000145736"
"ENSNFUG00015008745","GPR143","ENSG00000101850"
"ENSNFUG00015004810","RXYLT1","ENSG00000118600"
"ENSNFUG00015020651","BCL11A","ENSG00000119866"
"ENSNFUG00015014566","","ENSG00000199321"
"ENSNFUG00015014566","SNORD60","ENSG00000206630"
"ENSNFUG00015001105","GPR34","ENSG00000171659"
"ENSNFUG00015021384","RNF26","ENSG00000173456"
"ENSNFUG00015024476","ARPC2","ENSG00000163466"
"ENSNFUG00015019835","MEPCE","ENSG00000146834"
"ENSNFUG00015004225","CALML5","ENSG00000178372"
"ENSNFUG00015006245","CCDC15","ENSG00000149548"
"ENSNFUG00015024196","RFESD","ENSG00000175449"
"ENSNFUG00015021768","JUND","ENSG00000130522"
"ENSNFUG00015005512","KPNA5","ENSG00000196911"
"ENSNFUG00015021601","EFL1","ENSG00000140598"
"ENSNFUG00015023559","CDK20","ENSG00000156345"
"ENSNFUG00015000587","TRAP1","ENSG00000126602"
"ENSNFUG00015007107","SDHD","ENSG00000204370"
"ENSNFUG00015007107","","ENSG00000255292"
"ENSNFUG00015002103","GPC2","ENSG00000213420"
"ENSNFUG00015014748","MYEF2","ENSG00000104177"
"ENSNFUG00015005839","RAB11FIP5","ENSG00000135631"
"ENSNFUG00015016238","PPA1","ENSG00000180817"
"ENSNFUG00015009848","PGBD4","ENSG00000182405"
"ENSNFUG00015007857","GLB1L3","ENSG00000166105"
"ENSNFUG00015007857","GLB1L2","ENSG00000149328"
"ENSNFUG00015012349","RAB21","ENSG00000080371"
"ENSNFUG00015025167","SLC16A10","ENSG00000112394"
"ENSNFUG00015022249","MFAP3L","ENSG00000198948"
"ENSNFUG00015004735","DDX6","ENSG00000110367"
"ENSNFUG00015017176","ST3GAL1","ENSG00000008513"
"ENSNFUG00015020283","POC1B-GALNT4","ENSG00000259075"
"ENSNFUG00015020283","GALNT4","ENSG00000257594"
"ENSNFUG00015001898","HECA","ENSG00000112406"
"ENSNFUG00015010383","PPM1J","ENSG00000155367"
"ENSNFUG00015000073","DHRS2","ENSG00000100867"
"ENSNFUG00015001855","HCN1","ENSG00000164588"
"ENSNFUG00015023847","SGCE","ENSG00000127990"
"ENSNFUG00015017788","FSHR","ENSG00000170820"
"ENSNFUG00015000195","NKX6-2","ENSG00000148826"
"ENSNFUG00015024983","SLC15A4","ENSG00000139370"
"ENSNFUG00015017751","NRL","ENSG00000129535"
"ENSNFUG00015008566","SAE1","ENSG00000142230"
"ENSNFUG00015023202","NUDT4","ENSG00000173598"
"ENSNFUG00015017498","DYNC2I1","ENSG00000126870"
"ENSNFUG00015005321","FCHO2","ENSG00000157107"
"ENSNFUG00015011571","NFE2L1","ENSG00000082641"
"ENSNFUG00015021720","ENTPD5","ENSG00000187097"
"ENSNFUG00015011624","PPP3CA","ENSG00000138814"
"ENSNFUG00015017262","IMPG2","ENSG00000081148"
"ENSNFUG00015012224","VWA2","ENSG00000165816"
"ENSNFUG00015023658","GTF2E1","ENSG00000153767"
"ENSNFUG00015024928","VDAC1","ENSG00000213585"
"ENSNFUG00015015953","RBM46","ENSG00000151962"
"ENSNFUG00015001896","GLIS2","ENSG00000126603"
"ENSNFUG00015017638","PLCE1","ENSG00000138193"
"ENSNFUG00015017723","NDUFB4","ENSG00000065518"
"ENSNFUG00015012727","MAP2K6","ENSG00000108984"
"ENSNFUG00015008409","CHD8","ENSG00000100888"
"ENSNFUG00015024181","DDX3X","ENSG00000215301"
"ENSNFUG00015008879","STAP2","ENSG00000178078"
"ENSNFUG00015020000","AVPR2","ENSG00000126895"
"ENSNFUG00015017113","FAM83G","ENSG00000188522"
"ENSNFUG00015002821","TMEM178B","ENSG00000261115"
"ENSNFUG00015003191","ANTKMT","ENSG00000103254"
"ENSNFUG00015002152","FAM184A","ENSG00000111879"
"ENSNFUG00015021050","HSPA5","ENSG00000044574"
